transaction_id,order_date,shop_id,product_name,categoty,qty,price
95439,21-01-2019 13:46,1,Adidas_nmd,sneakers,1,14450
103498,23-01-2019 14:43,7,Reebok_classic_leather,sneakers,1,7690
102588,07-01-2019 14:52,7,Nike_air_force,sneakers,1,8990
108974,09-01-2019 11:15,7,Adidas_average_shirt,shirts,1,2500
106134,14-01-2019 17:47,6,Vans_era_neon,sneakers,1,5990
89010,13-01-2019 18:46,2,Reebok_classic_leather_redux,sneakers,1,5590
106466,10-01-2019 18:11,4,Adidas_originals_ozweego,sneakers,1,6290
93935,15-01-2019 07:42,3,Nike_signal,sneakers,1,8990
107747,18-01-2019 11:36,7,Nike_air_max_90,sneakers,1,11500
94672,16-01-2019 10:27,7,Adidas_nmd,sneakers,1,14450
88231,10-01-2019 14:59,7,Adidas_nmd,sneakers,1,14450
95496,20-01-2019 18:33,6,Reebok_classic_instapump_fury,sneakers,1,9790
100043,23-01-2019 09:02,3,Adidas_average_shirt,shirts,1,2500
96694,28-01-2019 08:50,3,Reebok_classic_daytona,sneakers,1,6990
107370,10-01-2019 15:31,6,Adidas_nmd,sneakers,1,14450
104027,05-01-2019 13:14,3,Adidas_yeezy,sneakers,1,13490
113432,06-01-2019 15:51,7,Adidas_ultra_boost,sneakers,1,11990
113814,07-01-2019 06:45,6,Adidas_yeezy,sneakers,1,13490
97444,27-01-2019 12:07,2,Vans_era_neon,sneakers,1,5990
101120,22-01-2019 15:46,6,Adidas_yeezy,sneakers,1,13490
90625,27-01-2019 10:13,2,Reebok_classic_leather,sneakers,1,7690
111469,30-01-2019 09:33,7,Vans_old_skool_neon,sneakers,1,6390
115254,13-01-2019 08:09,3,Reebok_classic_leather,sneakers,1,7690
100333,25-01-2019 11:14,2,Nike_air_max_90,sneakers,1,11500
107841,20-01-2019 09:06,1,Reebok_classic_ripple,sneakers,1,5590
115926,18-01-2019 12:17,6,Nike_signal,sneakers,1,8990
105739,21-01-2019 15:27,2,Reebok_classic_daytona,sneakers,1,6990
84839,15-01-2019 09:36,4,Reebok_classic_leather_redux,sneakers,1,5590
90957,05-01-2019 09:53,1,Nike_best_shirt_possible_ever,shirts,1,1790
94486,13-01-2019 15:33,6,Nike_best_shirt_possible_ever,shirts,1,1790
100771,08-01-2019 16:47,6,Nike_air_force,sneakers,1,8990
114049,03-01-2019 12:15,7,Reebok_classic_leather,sneakers,1,7690
102152,09-01-2019 14:40,2,Reebok_classic_ripple,sneakers,1,5590
107530,11-01-2019 15:06,7,Nike_signal,sneakers,1,8990
98100,25-01-2019 08:53,7,Adidas_nmd,sneakers,1,14450
107549,10-01-2019 08:09,2,Vans_era_neon,sneakers,1,5990
99241,10-01-2019 14:26,1,Nike_signal,sneakers,1,8990
100278,04-01-2019 12:14,2,Nike_signal,sneakers,1,8990
118762,07-01-2019 06:02,7,Nike_air_max_90,sneakers,1,11500
104703,03-01-2019 12:05,6,Nike_signal,sneakers,1,8990
90161,15-01-2019 13:47,6,Adidas_ultra_boost,sneakers,1,11990
94894,23-01-2019 17:59,7,Reebok_classic_instapump_fury,sneakers,1,9790
86503,21-01-2019 09:37,7,Nike_signal,sneakers,1,8990
113711,19-01-2019 14:11,4,Reebok_classic_leather_redux,sneakers,1,5590
105384,22-01-2019 07:17,1,Adidas_best_ever_shirt,shirts,1,4990
114780,25-01-2019 15:08,7,Reebok_classic_daytona,sneakers,1,6990
97165,14-01-2019 12:04,7,Adidas_ultra_boost,sneakers,1,11990
101334,18-01-2019 16:45,5,Adidas_best_ever_shirt,shirts,1,4990
107552,31-01-2019 11:48,4,Reebok_classic_instapump_fury,sneakers,1,9790
92324,21-01-2019 12:56,1,Nike_signal,sneakers,1,8990
101444,06-01-2019 13:34,3,Nike_signal,sneakers,1,8990
105097,09-01-2019 17:16,4,Nike_air_force,sneakers,1,8990
83191,06-01-2019 11:03,6,Reebok_classic_leather_redux,sneakers,1,5590
99498,08-01-2019 15:31,5,Adidas_nmd,sneakers,1,14450
98867,25-01-2019 17:20,2,Adidas_yeezy,sneakers,1,13490
110581,28-01-2019 09:55,3,Adidas_yeezy,sneakers,1,13490
80122,09-01-2019 15:28,7,Reebok_classic_instapump_fury,sneakers,1,9790
105066,07-01-2019 15:13,6,Adidas_originals_ozweego,sneakers,1,6290
117347,21-01-2019 17:52,4,Reebok_classic_leather_redux,sneakers,1,5590
107740,23-01-2019 12:49,2,Adidas_yeezy,sneakers,1,13490
94595,22-01-2019 13:20,2,Nike_air_max_90,sneakers,1,11500
106554,26-01-2019 15:05,7,Reebok_classic_instapump_fury,sneakers,1,9790
99012,09-01-2019 18:36,5,Nike_signal,sneakers,1,8990
103633,20-01-2019 09:41,3,Adidas_yeezy,sneakers,1,13490
86108,15-01-2019 13:55,4,Nike_signal,sneakers,1,8990
106455,08-01-2019 11:55,7,Adidas_nmd,sneakers,1,14450
