transaction_id,order_date,shop_id,product_name,categoty,qty,price
98289,10-07-2019 14:20,1,Nike_signal,sneakers,1,8990
110302,10-07-2019 12:10,2,Reebok_classic_ripple,sneakers,1,5590
114375,25-07-2019 08:43,1,Adidas_nmd,sneakers,1,14450
86546,17-07-2019 13:48,7,Nike_signal,sneakers,1,8990
95371,30-07-2019 07:33,3,Reebok_classic_ripple,sneakers,1,5590
94931,20-07-2019 16:34,2,Reebok_classic_ripple,sneakers,1,5590
112566,31-07-2019 09:58,2,Reebok_classic_leather,sneakers,1,7690
101751,11-07-2019 18:26,7,Reebok_classic_leather,sneakers,1,7690
120661,09-07-2019 11:31,3,Nike_air_force,sneakers,1,8990
95581,14-07-2019 11:54,5,Nike_air_max_90,sneakers,1,11500
102611,09-07-2019 10:34,2,Nike_air_force,sneakers,1,8990
89559,13-07-2019 13:17,1,Adidas_best_ever_shirt,shirts,1,4990
106855,02-07-2019 11:10,7,Reebok_classic_ripple,sneakers,1,5590
94827,11-07-2019 08:16,3,Vans_old_skool_neon,sneakers,1,6390
84418,08-07-2019 19:17,6,Adidas_best_ever_shirt,shirts,1,4990
92471,19-07-2019 14:15,2,Adidas_nmd,sneakers,1,14450
114539,06-07-2019 13:49,7,Nike_zoom_2k,sneakers,1,7490
94506,14-07-2019 12:52,6,Vans_old_skool_neon,sneakers,1,6390
84560,12-07-2019 17:33,2,Adidas_yeezy,sneakers,1,13490
108742,02-07-2019 13:17,3,Nike_signal,sneakers,1,8990
104124,03-07-2019 11:12,3,Vans_era_neon,sneakers,1,5990
108458,28-07-2019 12:50,3,Reebok_classic_leather,sneakers,1,7690
91200,25-07-2019 16:26,3,Reebok_classic_leather_redux,sneakers,1,5590
111892,08-07-2019 17:11,3,Reebok_classic_ripple,sneakers,1,5590
97191,04-07-2019 08:07,7,Adidas_yeezy,sneakers,1,13490
91747,20-07-2019 13:44,6,Adidas_yeezy,sneakers,1,13490
109568,12-07-2019 13:49,6,Adidas_yeezy,sneakers,1,13490
80496,14-07-2019 10:27,4,Adidas_nmd,sneakers,1,14450
112609,08-07-2019 09:08,7,Nike_air_force,sneakers,1,8990
103875,30-07-2019 15:18,3,Reebok_classic_leather_redux,sneakers,1,5590
96980,28-07-2019 14:30,7,Reebok_classic_leather,sneakers,1,7690
97334,30-07-2019 17:15,6,Reebok_classic_ripple,sneakers,1,5590
99912,06-07-2019 12:01,2,Adidas_nmd,sneakers,1,14450
110828,08-07-2019 15:49,6,Nike_signal,sneakers,1,8990
104446,05-07-2019 18:28,7,Adidas_yeezy,sneakers,1,13490
89911,05-07-2019 09:54,7,Adidas_originals_ozweego,sneakers,1,6290
112126,11-07-2019 12:44,6,Adidas_yeezy,sneakers,1,13490
88642,01-07-2019 10:01,7,Nike_budget_shirt,shirts,1,999
77573,07-07-2019 09:06,1,Adidas_gazelle,sneakers,1,6990
86546,16-07-2019 16:25,7,Reebok_classic_leather,sneakers,1,7690
106355,17-07-2019 15:42,6,Nike_signal,sneakers,1,8990
103212,14-07-2019 10:59,7,Vans_era_neon,sneakers,1,5990
103273,20-07-2019 11:14,4,Adidas_nmd,sneakers,1,14450
113824,09-07-2019 10:40,7,Nike_air_max_90,sneakers,1,11500
111592,18-07-2019 11:46,3,Nike_signal,sneakers,1,8990
103162,14-07-2019 13:09,4,Reebok_classic_ripple,sneakers,1,5590
96519,27-07-2019 12:09,6,Adidas_yeezy,sneakers,1,13490
99986,26-07-2019 10:08,7,Adidas_originals_ozweego,sneakers,1,6290
88094,23-07-2019 11:16,7,Nike_air_max_90,sneakers,1,11500
115378,26-07-2019 09:31,3,Adidas_yeezy,sneakers,1,13490
87000,06-07-2019 13:52,6,Reebok_classic_ripple,sneakers,1,5590
109004,28-07-2019 13:12,7,Reebok_classic_daytona,sneakers,1,6990
90501,02-07-2019 10:55,2,Nike_signal,sneakers,1,8990
93211,07-07-2019 15:35,3,Adidas_yeezy,sneakers,1,13490
96748,16-07-2019 17:05,4,Adidas_gazelle,sneakers,1,6990
110092,03-07-2019 11:00,3,Reebok_classic_leather_redux,sneakers,1,5590
103217,09-07-2019 19:36,3,Adidas_originals_ozweego,sneakers,1,6290
102358,07-07-2019 15:28,2,Vans_era_neon,sneakers,1,5990
97799,25-07-2019 09:58,6,Reebok_classic_ripple,sneakers,1,5590
82133,17-07-2019 10:20,3,Reebok_classic_ripple,sneakers,1,5590
84285,22-07-2019 12:40,7,Adidas_nmd,sneakers,1,14450
105424,26-07-2019 11:48,2,Nike_zoom_2k,sneakers,1,7490
