transaction_id,order_date,shop_id,product_name,categoty,qty,price
103591,29-03-2019 05:06,7,Nike_zoom_2k,sneakers,1,7490
90612,01-03-2019 12:51,7,Adidas_gazelle,sneakers,1,6990
101797,18-03-2019 15:46,1,Nike_signal,sneakers,1,8990
91277,15-03-2019 16:00,7,Reebok_classic_leather,sneakers,1,7690
101935,13-03-2019 11:41,3,Reebok_classic_instapump_fury,sneakers,1,9790
102192,12-03-2019 15:59,3,Reebok_classic_leather_redux,sneakers,1,5590
113407,05-03-2019 12:19,5,Adidas_best_ever_shirt,shirts,1,4990
83808,27-03-2019 12:55,6,Vans_era_neon,sneakers,1,5990
99005,27-03-2019 13:59,7,Nike_zoom_2k,sneakers,1,7490
106226,16-03-2019 13:20,1,Reebok_classic_instapump_fury,sneakers,1,9790
103214,16-03-2019 10:44,4,Adidas_yeezy,sneakers,1,13490
108279,30-03-2019 21:18,2,Reebok_classic_leather,sneakers,1,7690
114167,08-03-2019 13:35,7,Adidas_nmd,sneakers,1,14450
104746,28-03-2019 09:46,7,Reebok_classic_ripple,sneakers,1,5590
122033,09-03-2019 13:54,3,Nike_best_shirt_possible_ever,shirts,1,1790
90276,24-03-2019 11:37,4,Adidas_best_ever_shirt,shirts,1,4990
78930,21-03-2019 16:10,7,Adidas_originals_ozweego,sneakers,1,6290
110694,26-03-2019 17:46,1,Adidas_nmd,sneakers,1,14450
99149,22-03-2019 10:51,3,Reebok_classic_leather_redux,sneakers,1,5590
93830,26-03-2019 13:48,7,Adidas_ultra_boost,sneakers,1,11990
95561,24-03-2019 11:26,2,Reebok_classic_leather,sneakers,1,7690
108172,06-03-2019 16:31,6,Reebok_classic_leather,sneakers,1,7690
102432,27-03-2019 16:33,3,Reebok_classic_leather_redux,sneakers,1,5590
104387,25-03-2019 17:38,7,Reebok_classic_ripple,sneakers,1,5590
87050,31-03-2019 12:26,3,Reebok_classic_daytona,sneakers,1,6990
91042,12-03-2019 15:09,6,Reebok_classic_daytona,sneakers,1,6990
103091,28-03-2019 06:06,1,Nike_air_max_90,sneakers,1,11500
104005,16-03-2019 12:49,2,Nike_signal,sneakers,1,8990
87152,12-03-2019 14:04,7,Nike_signal,sneakers,1,8990
105113,05-03-2019 15:50,4,Adidas_ultra_boost,sneakers,1,11990
99105,01-03-2019 17:11,2,Adidas_yeezy,sneakers,1,13490
95179,06-03-2019 19:05,3,Adidas_yeezy,sneakers,1,13490
79601,06-03-2019 10:05,7,Adidas_yeezy,sneakers,1,13490
110967,19-03-2019 15:47,5,Adidas_ultra_boost,sneakers,1,11990
93551,25-03-2019 16:06,7,Adidas_nmd,sneakers,1,14450
100443,30-03-2019 09:41,7,Reebok_classic_leather_redux,sneakers,1,5590
118417,28-03-2019 11:57,7,Adidas_nmd,sneakers,1,14450
90979,03-03-2019 11:37,3,Adidas_nmd,sneakers,1,14450
92592,19-03-2019 19:21,6,Adidas_ultra_boost,sneakers,1,11990
97746,17-03-2019 15:24,7,Nike_signal,sneakers,1,8990
91987,02-03-2019 18:56,3,Adidas_yeezy,sneakers,1,13490
100430,05-03-2019 02:21,3,Adidas_yeezy,sneakers,1,13490
